City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Jorapokhar,2017-10-21 17:00:00,,,,,,,,,,,,,,
Jorapokhar,2017-10-22 13:00:00,,,,,,,,,,,,,,
Jorapokhar,2017-10-26 20:00:00,,,,,,,,,,,,,,
Jorapokhar,2017-10-30 02:00:00,,,,,,,,,,,,,,
Jorapokhar,2017-11-18 05:00:00,,,,,,,,,,,,,,
Jorapokhar,2017-12-04 15:00:00,,,,,,,,,,,,,,
Jorapokhar,2017-12-31 23:00:00,,215.1,13.53,15.74,,7.23,0.55,56.97,19.94,,,,,
Jorapokhar,2018-04-02 07:00:00,,,,,,,,,,,,,,
Jorapokhar,2018-04-16 04:00:00,,,,,,,,,,,,,,
Jorapokhar,2018-04-23 14:00:00,,105.3,9.59,8.34,,6.87,0.05,40.65,53.07,,,,,
Jorapokhar,2018-05-09 12:00:00,,,,,,,,,,,,,,
Jorapokhar,2018-07-17 22:00:00,,97.65,7.98,8.45,,6.65,0.46,59.54,13.31,,,,60.0,Satisfactory
Jorapokhar,2018-08-06 10:00:00,,147.9,6.19,7.24,,6.48,0.38,26.61,11.23,,,,162.0,Moderate
Jorapokhar,2018-08-11 15:00:00,,50.3,6.89,7.58,,6.55,0.51,115.08,6.59,,,,108.0,Moderate
Jorapokhar,2018-09-12 10:00:00,,,,,,,,,,,,,,
Jorapokhar,2018-09-28 20:00:00,,,,,,,,,,,,,,
Jorapokhar,2018-10-21 17:00:00,,222.98,6.25,6.38,,6.54,0.0,,47.57,,,,223.0,Poor
Jorapokhar,2018-12-20 23:00:00,,611.88,7.48,8.91,,6.54,,70.6,3.38,,,,479.0,Severe
Jorapokhar,2019-01-12 01:00:00,172.35,248.93,10.71,11.48,,6.26,,22.25,4.61,,,,326.0,Very Poor
Jorapokhar,2019-01-21 14:00:00,86.82,125.8,9.8,9.78,,6.19,,84.18,131.77,,,,295.0,Poor
Jorapokhar,2019-03-28 09:00:00,77.85,210.32,9.51,10.08,,6.38,0.0,12.26,16.11,,,,128.0,Moderate
Jorapokhar,2019-04-07 04:00:00,40.53,60.2,7.99,9.7,,6.26,,23.19,9.83,,,,91.0,Satisfactory
Jorapokhar,2019-04-18 15:00:00,36.88,57.17,8.82,8.62,,6.51,,7.57,102.55,,,,104.0,Moderate
Jorapokhar,2019-05-08 19:00:00,,195.6,8.82,7.96,,6.83,3.51,13.67,105.0,,,,148.0,Moderate
Jorapokhar,2019-06-26 13:00:00,,,,,,,,,,,,,,
Jorapokhar,2019-07-02 20:00:00,,,,,,,,,,,,,,
Jorapokhar,2019-07-19 15:00:00,,10.32,9.06,10.13,,6.19,1.13,3.16,10.18,,,,67.0,Satisfactory
Jorapokhar,2019-09-08 15:00:00,11.0,20.9,8.99,9.3,,6.32,1.78,4.5,5.13,,,,102.0,Moderate
Jorapokhar,2019-09-12 06:00:00,15.0,32.88,9.19,9.24,,6.2,,2.84,91.09,,,,127.0,Moderate
Jorapokhar,2019-09-28 04:00:00,47.3,60.6,9.89,9.5,,6.07,,3.09,2.61,,,,60.0,Satisfactory
Jorapokhar,2019-09-28 07:00:00,43.8,57.25,9.24,8.75,,6.39,,3.77,4.31,,,,61.0,Satisfactory
Jorapokhar,2019-10-21 03:00:00,36.92,95.67,8.34,9.91,,6.22,,3.59,30.29,,,,103.0,Moderate
Jorapokhar,2019-10-22 18:00:00,45.52,82.83,8.08,9.31,,6.29,,7.83,28.72,,,,93.0,Satisfactory
Jorapokhar,2019-11-19 00:00:00,99.4,204.68,8.12,10.23,,6.29,,32.31,71.63,,,,214.0,Poor
Jorapokhar,2019-12-12 14:00:00,103.93,187.53,7.5,8.98,,6.53,,38.98,70.38,,,,294.0,Poor
Jorapokhar,2020-01-28 00:00:00,59.35,241.43,7.15,7.17,,6.71,,31.52,31.56,,,,130.0,Moderate
Jorapokhar,2020-02-14 17:00:00,51.8,115.8,23.06,5.35,,10.1,,16.23,50.28,,,,237.0,Poor
Jorapokhar,2020-03-12 15:00:00,,,24.34,16.43,,7.39,,55.86,30.32,,,,,
Jorapokhar,2020-03-14 18:00:00,,,31.57,13.37,,8.86,,19.66,47.89,,,,,
Jorapokhar,2020-03-15 13:00:00,,,,,,,,47.59,34.57,,,,,
Jorapokhar,2020-04-27 17:00:00,19.43,82.78,23.15,9.52,,7.66,0.76,25.49,37.03,,,,95.0,Satisfactory
Jorapokhar,2020-05-08 19:00:00,55.85,115.25,22.04,9.88,,8.41,2.14,43.09,36.8,,,,105.0,Moderate
Kochi,2020-01-24 22:00:00,44.38,95.56,69.62,57.04,126.62,23.61,1.52,1.62,1.71,,0.0,,117.0,Moderate
Kochi,2020-01-25 05:00:00,71.78,87.05,62.97,41.89,104.86,19.55,1.25,6.21,2.1,,0.0,,126.0,Moderate
Kochi,2020-01-28 16:00:00,40.94,152.12,99.63,67.36,167.0,17.37,1.22,5.17,18.61,,0.0,,162.0,Moderate
Kochi,2020-01-29 10:00:00,97.87,155.66,104.53,58.56,163.06,17.42,1.47,5.05,11.24,,0.0,,160.0,Moderate
Kochi,2020-02-01 18:00:00,43.07,141.93,32.0,107.36,139.35,29.83,1.33,22.88,29.56,,0.0,,137.0,Moderate
Kochi,2020-02-03 06:00:00,69.06,87.23,8.64,38.88,46.03,20.36,0.97,21.41,2.53,,0.0,,90.0,Satisfactory
Kochi,2020-02-11 10:00:00,51.94,111.69,62.2,8.32,51.92,0.09,1.04,23.41,18.59,,0.0,,115.0,Moderate
Kochi,2020-02-28 14:00:00,56.97,114.06,65.49,18.73,62.35,7.89,1.54,23.27,12.47,,0.0,,102.0,Moderate
Kochi,2020-03-01 11:00:00,51.71,87.46,49.24,5.48,40.49,0.43,1.26,13.14,13.16,,0.0,,142.0,Moderate
Kochi,2020-03-03 12:00:00,45.12,71.73,100.06,,75.97,4.88,1.5,16.71,1.89,,0.0,,95.0,Satisfactory
Kochi,2020-03-05 10:00:00,52.12,107.34,106.48,,79.88,,1.47,18.55,1.48,,0.0,,113.0,Moderate
Kochi,2020-03-05 19:00:00,,,,,,,,,,,,,109.0,Moderate
Kochi,2020-03-09 21:00:00,30.74,131.88,146.67,0.26,116.21,4.75,1.42,20.71,1.19,,0.0,,122.0,Moderate
Kochi,2020-03-15 19:00:00,41.11,110.97,107.74,,84.75,8.6,1.21,22.85,1.2,,0.0,,110.0,Moderate
Kochi,2020-03-19 20:00:00,53.02,237.74,106.66,7.14,88.88,22.07,1.61,21.73,1.44,,0.0,,115.0,Moderate
Kochi,2020-03-24 16:00:00,18.88,44.98,278.77,17.95,232.57,30.61,1.11,1.61,8.59,,0.0,,118.0,Moderate
Kochi,2020-03-27 01:00:00,48.95,53.98,160.5,,123.61,0.41,0.92,26.03,1.39,,0.0,,138.0,Moderate
Kochi,2020-03-28 15:00:00,24.88,51.84,119.09,,90.37,0.86,0.91,25.4,1.35,,0.0,,117.0,Moderate
Kochi,2020-04-02 21:00:00,,,,,,,,,,,,,67.0,Satisfactory
Kochi,2020-04-04 11:00:00,22.69,48.69,66.06,1.11,53.4,2.39,0.86,15.86,1.59,,0.0,,65.0,Satisfactory
Kochi,2020-04-08 22:00:00,25.66,32.85,86.97,3.13,71.84,1.25,0.84,14.96,1.19,,0.0,,78.0,Satisfactory
Kochi,2020-04-10 03:00:00,17.63,24.88,71.99,2.38,58.98,7.02,0.91,17.0,1.03,,0.0,,76.0,Satisfactory
Kochi,2020-04-12 17:00:00,9.09,40.52,80.95,4.37,67.44,2.46,0.91,16.55,0.96,,0.0,,82.0,Satisfactory
Kochi,2020-04-13 02:00:00,31.98,36.97,77.81,1.76,63.52,5.3,0.91,19.96,0.88,,0.0,,83.0,Satisfactory
Kochi,2020-04-14 06:00:00,31.09,40.05,86.46,3.82,71.76,5.05,1.03,16.98,1.4,,0.0,,87.0,Satisfactory
Kochi,2020-04-14 13:00:00,8.24,43.23,81.75,5.25,68.56,1.79,0.98,17.14,1.36,,0.0,,88.0,Satisfactory
Kochi,2020-04-17 02:00:00,6.05,14.09,100.73,4.51,84.0,3.58,0.91,17.4,1.22,,0.0,,98.0,Satisfactory
Kochi,2020-04-18 10:00:00,1.11,17.0,104.53,4.34,87.08,0.52,0.9,16.12,1.47,,0.0,,93.0,Satisfactory
Kochi,2020-04-21 15:00:00,9.9,24.0,140.14,14.26,126.09,12.25,1.26,0.29,1.66,,0.0,,91.0,Satisfactory
Kochi,2020-04-26 10:00:00,28.7,71.65,37.13,6.53,38.03,7.38,1.2,15.87,1.52,,0.0,,60.0,Satisfactory
Kochi,2020-04-26 16:00:00,19.74,46.56,34.38,6.94,35.36,4.46,1.1,17.05,1.41,,0.0,,60.0,Satisfactory
Kochi,2020-04-26 20:00:00,13.94,20.95,42.11,8.07,43.33,5.26,0.96,17.26,1.43,,0.0,,56.0,Satisfactory
Kochi,2020-04-28 11:00:00,,41.98,36.77,7.03,37.78,5.87,1.08,15.97,1.68,,0.0,,56.0,Satisfactory
Kochi,2020-04-30 06:00:00,32.65,50.84,40.2,6.62,41.12,4.37,1.1,17.22,1.33,,0.0,,56.0,Satisfactory
Kochi,2020-05-02 18:00:00,2.32,42.13,34.61,7.09,35.62,3.47,1.06,16.7,1.11,,0.0,,54.0,Satisfactory
Kochi,2020-05-07 05:00:00,,,,,,,,,,,,,,
Kochi,2020-05-16 04:00:00,,3.0,57.72,14.02,60.13,18.49,1.23,13.03,1.05,,0.0,,80.0,Satisfactory
Kochi,2020-05-22 04:00:00,,,73.62,19.06,77.03,14.09,1.14,11.93,1.11,,0.0,,96.0,Satisfactory
Kochi,2020-05-31 01:00:00,14.05,19.05,81.09,20.64,84.81,15.39,1.69,14.3,0.98,,0.0,,106.0,Moderate
Kochi,2020-06-02 14:00:00,4.02,11.91,77.7,19.89,81.28,11.5,1.34,14.55,1.2,,0.0,,94.0,Satisfactory
Kochi,2020-06-02 18:00:00,11.37,24.17,73.03,18.8,76.39,11.43,1.43,14.95,1.15,,0.0,,96.0,Satisfactory
Kochi,2020-06-03 09:00:00,10.06,15.05,74.56,18.7,77.91,11.62,1.26,15.87,1.3,,0.0,,100.0,Satisfactory
Kochi,2020-06-04 01:00:00,,13.05,73.88,18.51,77.19,10.94,1.51,17.26,0.91,,0.0,,101.0,Moderate
Kochi,2020-06-04 10:00:00,8.06,12.03,81.05,20.81,84.81,12.63,1.29,15.05,1.11,,0.0,,102.0,Moderate
Kochi,2020-06-04 12:00:00,13.83,26.94,104.08,29.62,109.61,18.52,1.33,14.71,0.79,,0.0,,104.0,Moderate
Kochi,2020-06-12 02:00:00,39.36,46.39,9.32,5.97,9.31,0.78,1.82,20.84,1.32,,0.0,,103.0,Moderate
Kochi,2020-06-13 08:00:00,25.83,31.25,,5.3,0.0,0.87,1.66,11.68,1.83,,0.0,,95.0,Satisfactory
Kochi,2020-06-14 01:00:00,15.97,22.91,,5.07,0.0,1.09,1.62,20.9,0.77,,0.0,,84.0,Satisfactory
Kochi,2020-06-17 06:00:00,31.02,36.03,,0.84,0.0,,1.53,20.8,0.21,,0.0,,92.0,Satisfactory
Kochi,2020-06-27 20:00:00,41.63,66.14,24.16,2.4,24.33,,1.92,22.26,1.31,,0.0,,96.0,Satisfactory
Kolkata,2018-05-07 20:00:00,,,10.84,43.24,54.07,7.04,0.0,,,1.57,4.91,,,
Kolkata,2018-05-14 16:00:00,,,2.19,18.24,20.43,10.13,0.0,,,1.09,2.53,,,
Kolkata,2018-06-30 10:00:00,23.75,48.46,0.67,10.88,11.52,4.65,0.29,1.86,44.34,0.84,1.7,,49.0,Good
Kolkata,2018-07-29 17:00:00,51.51,73.71,3.14,29.21,32.35,4.11,0.67,1.59,28.02,2.71,12.18,,82.0,Satisfactory
Kolkata,2018-07-30 09:00:00,26.14,42.64,3.85,12.91,16.76,5.68,0.62,,25.25,0.5,9.71,,69.0,Satisfactory
Kolkata,2018-08-13 13:00:00,9.29,30.91,7.95,44.59,67.43,180.14,1.18,1.6,9.96,2.7,10.15,,62.0,Satisfactory
Kolkata,2018-08-20 23:00:00,1.56,24.36,4.96,27.14,32.1,15.93,1.21,1.43,3.73,0.88,10.29,,64.0,Satisfactory
Kolkata,2018-08-27 06:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0,Satisfactory
Kolkata,2018-09-03 23:00:00,51.32,69.59,2.39,53.02,55.41,10.08,1.45,1.82,22.19,2.24,5.81,,72.0,Satisfactory
Kolkata,2018-09-13 05:00:00,55.62,95.52,2.43,19.92,22.35,7.17,1.3,1.25,20.55,1.06,7.56,,84.0,Satisfactory
Kolkata,2018-09-18 12:00:00,55.27,83.85,2.8,20.08,22.89,11.73,1.04,3.46,54.68,1.18,9.22,,111.0,Moderate
Kolkata,2018-09-19 14:00:00,27.79,109.01,2.53,22.0,24.53,16.65,1.22,3.94,62.66,3.43,7.72,,109.0,Moderate
Kolkata,2018-09-29 05:00:00,46.49,68.85,10.56,34.08,44.63,6.82,1.33,1.6,5.33,1.68,8.12,,104.0,Moderate
Kolkata,2018-10-24 08:00:00,100.58,150.19,33.12,92.26,125.38,16.6,1.88,12.23,6.65,4.31,9.54,,238.0,Poor
Kolkata,2018-12-25 02:00:00,286.96,420.58,298.07,97.26,394.83,0.31,1.52,9.88,1.1,20.82,34.33,,348.0,Very Poor
Kolkata,2018-12-26 09:00:00,175.99,284.52,18.82,115.88,134.21,18.64,0.79,35.51,23.53,8.9,14.83,,375.0,Very Poor
Kolkata,2018-12-30 07:00:00,187.19,268.56,10.06,99.48,109.53,19.9,0.57,18.46,15.06,2.97,3.52,,372.0,Very Poor
Kolkata,2019-01-11 22:00:00,384.88,662.45,386.96,128.14,420.12,36.16,2.91,41.14,6.7,76.08,137.62,,366.0,Very Poor
Kolkata,2019-01-14 06:00:00,303.44,378.06,189.6,106.2,295.82,23.1,1.36,8.4,4.15,16.32,15.5,,398.0,Very Poor
Kolkata,2019-01-14 12:00:00,265.93,402.01,6.58,95.31,101.88,27.9,0.74,61.1,83.32,16.84,15.66,,410.0,Severe
Kolkata,2019-01-20 07:00:00,328.08,494.31,373.12,82.59,372.52,54.14,1.84,13.5,3.87,39.42,35.19,,404.0,Severe
Kolkata,2019-02-06 00:00:00,163.32,308.16,,133.4,,19.26,4.2,11.54,4.42,19.16,17.92,,338.0,Very Poor
Kolkata,2019-02-18 14:00:00,84.26,123.36,1.96,46.0,47.95,38.14,0.48,19.05,84.9,1.97,10.01,,240.0,Poor
Kolkata,2019-02-21 10:00:00,192.56,308.6,15.22,122.34,137.56,42.96,1.38,40.36,35.39,2.98,6.97,,277.0,Poor
Kolkata,2019-02-26 02:00:00,64.08,98.29,5.0,55.59,60.56,37.24,0.72,5.28,23.1,2.68,8.98,,159.0,Moderate
Kolkata,2019-03-02 13:00:00,62.06,94.14,2.0,37.34,39.35,36.76,0.48,16.73,82.24,2.14,6.32,,208.0,Poor
Kolkata,2019-04-07 05:00:00,17.5,25.68,2.72,20.72,23.44,19.76,0.46,1.6,43.63,2.19,5.43,,71.0,Satisfactory
Kolkata,2019-04-28 09:00:00,32.72,62.88,5.28,14.5,19.77,18.4,0.36,3.23,9.98,3.26,6.35,,83.0,Satisfactory
Kolkata,2019-04-29 07:00:00,16.08,41.75,7.65,16.42,24.09,16.26,0.37,2.58,5.2,0.74,4.42,,72.0,Satisfactory
Kolkata,2019-05-12 07:00:00,52.2,101.08,2.96,6.83,9.82,10.74,0.42,1.34,31.5,1.44,3.47,,108.0,Moderate
Kolkata,2019-05-14 05:00:00,25.55,50.25,3.14,9.75,12.91,7.71,0.5,1.78,29.42,1.64,3.29,,86.0,Satisfactory
Kolkata,2019-05-27 19:00:00,46.55,92.72,2.55,15.38,17.54,6.97,0.5,2.46,21.09,6.04,18.86,,92.0,Satisfactory
Kolkata,2019-06-13 19:00:00,68.72,109.28,3.09,34.67,31.3,4.21,0.66,4.23,70.78,26.34,13.37,3.58,130.0,Moderate
Kolkata,2019-06-16 08:00:00,33.94,65.9,3.76,12.18,12.91,3.7,0.38,1.58,33.6,5.69,5.34,3.29,63.0,Satisfactory
Kolkata,2019-06-16 18:00:00,33.87,65.4,2.95,15.64,14.17,2.54,0.36,5.56,48.97,5.99,6.31,3.28,101.0,Moderate
Kolkata,2019-07-02 04:00:00,13.82,25.37,3.5,5.88,9.38,11.4,0.42,2.21,31.61,19.1,6.67,2.62,46.0,Good
Kolkata,2019-08-07 07:00:00,4.74,9.7,6.35,7.08,12.92,11.27,0.3,2.19,25.44,13.17,9.44,2.1,37.0,Good
Kolkata,2019-08-11 02:00:00,59.97,103.89,70.63,47.81,118.64,14.4,1.35,4.87,4.61,24.12,21.83,8.06,110.0,Moderate
Kolkata,2019-08-13 13:00:00,6.17,14.81,5.24,22.69,27.14,9.49,0.62,2.21,20.64,4.98,6.85,2.73,40.0,Good
Kolkata,2019-08-18 04:00:00,25.44,33.51,3.03,10.54,13.82,11.74,0.37,2.38,17.16,30.34,6.27,2.53,50.0,Good
Kolkata,2019-10-17 14:00:00,60.64,95.76,6.66,29.82,36.47,12.89,0.65,4.58,52.71,12.85,20.03,2.78,97.0,Satisfactory
Kolkata,2019-12-10 06:00:00,52.27,113.06,21.22,45.2,66.35,26.5,0.52,7.24,21.68,27.49,39.36,2.27,152.0,Moderate
Kolkata,2020-02-13 08:00:00,131.1,235.96,83.11,81.8,164.99,23.58,1.24,13.14,7.06,31.67,50.85,4.95,227.0,Poor
Kolkata,2020-02-23 18:00:00,52.27,103.77,13.14,48.94,63.06,26.32,0.58,9.65,49.1,19.09,13.16,0.84,227.0,Poor
Kolkata,2020-02-28 03:00:00,83.65,149.39,14.06,37.02,51.13,26.71,0.51,7.83,34.47,9.22,19.52,1.52,114.0,Moderate
Kolkata,2020-04-03 16:00:00,51.03,84.72,4.78,10.01,14.84,16.21,0.62,8.57,116.34,2.73,6.79,0.46,129.0,Moderate
Kolkata,2020-05-28 10:00:00,14.34,29.46,3.17,11.96,15.19,8.84,0.43,4.8,27.68,1.21,9.06,0.73,42.0,Good
Kolkata,2020-06-09 15:00:00,18.3,44.91,3.8,8.01,11.86,12.7,0.32,5.3,44.16,3.0,13.48,1.01,57.0,Satisfactory
Kolkata,2020-06-25 12:00:00,13.47,41.89,5.69,5.56,11.19,9.9,0.32,7.05,29.97,1.41,7.78,0.49,48.0,Good
Kolkata,2020-06-29 18:00:00,16.74,45.9,3.64,9.77,13.48,9.49,0.45,11.47,49.63,3.28,5.94,0.23,64.0,Satisfactory
Lucknow,2015-01-03 04:00:00,,,2.33,12.44,4.22,,10.82,169.75,23.96,1.63,4.75,,,
Lucknow,2015-02-22 21:00:00,,,8.38,36.4,4.22,,18.77,,12.34,3.61,3.88,,,
Lucknow,2015-05-18 18:00:00,29.46,,2.41,9.67,5.61,,2.5,7.04,90.14,1.41,1.34,,242.0,Poor
Lucknow,2015-06-23 02:00:00,547.38,,1.0,8.8,2.21,,,,57.14,0.03,0.06,,333.0,Very Poor
Lucknow,2015-08-20 08:00:00,35.84,,4.22,10.9,6.24,,,10.57,21.8,0.1,0.21,,80.0,Satisfactory
Lucknow,2015-09-29 10:00:00,39.12,,1.29,7.36,2.21,,,0.38,32.07,0.05,0.03,,115.0,Moderate
Lucknow,2015-11-17 07:00:00,266.6,,8.6,20.45,4.22,,1.74,2.5,30.04,,,,412.0,Severe
Lucknow,2015-12-06 01:00:00,592.0,,53.26,33.44,4.22,,4.69,8.91,38.21,,,,494.0,Severe
Lucknow,2016-01-15 16:00:00,102.07,,1.24,12.02,4.22,,,2.2,83.76,,,,344.0,Very Poor
Lucknow,2016-02-14 03:00:00,178.8,,6.06,13.86,4.22,,14.12,5.44,30.55,,,,330.0,Very Poor
Lucknow,2016-03-15 04:00:00,98.18,,14.9,34.21,4.22,,1.12,4.36,8.15,0.18,2.4,,135.0,Moderate
Lucknow,2016-03-31 20:00:00,79.27,,19.65,85.58,4.22,,1.6,10.18,39.07,0.02,0.15,,196.0,Moderate
Lucknow,2016-04-16 19:00:00,129.56,,5.12,56.98,4.22,,1.37,6.24,83.36,0.36,0.4,,314.0,Very Poor
Lucknow,2016-05-18 11:00:00,,,,,,,,,,,,,,
Lucknow,2016-08-24 11:00:00,25.69,,6.34,19.77,,,,1.88,12.02,0.45,,,38.0,Good
Lucknow,2016-08-25 18:00:00,56.21,,3.08,21.41,,,1.76,0.06,18.96,0.54,,,88.0,Satisfactory
Lucknow,2016-09-11 11:00:00,46.35,,1.53,21.66,,,,3.36,56.89,0.56,,,86.0,Satisfactory
Lucknow,2016-09-14 14:00:00,3.96,,16.7,15.92,6.24,,1.18,3.42,23.38,0.19,,,139.0,Moderate
Lucknow,2016-11-21 17:00:00,71.51,,4.06,85.77,6.24,,1.96,3.97,79.74,3.01,10.88,,403.0,Severe
Lucknow,2017-01-03 18:00:00,130.26,,20.74,38.72,,,1.42,6.38,10.74,1.05,11.81,,359.0,Very Poor
Lucknow,2017-02-25 04:00:00,71.89,,9.13,16.96,,,1.06,7.58,122.4,2.38,5.4,,174.0,Moderate
Lucknow,2017-02-28 23:00:00,222.14,,23.8,80.87,,,3.01,11.92,9.96,3.96,13.66,,290.0,Poor
Lucknow,2017-05-13 04:00:00,87.45,,8.21,19.69,,,,3.49,59.88,2.96,4.87,,230.0,Poor
Lucknow,2017-06-05 01:00:00,168.26,,29.12,66.6,6.24,,2.75,5.26,12.16,5.62,9.36,,321.0,Very Poor
Lucknow,2017-07-20 10:00:00,46.57,,14.86,23.64,,,1.11,3.02,10.38,0.5,1.5,,66.0,Satisfactory
Lucknow,2017-08-15 09:00:00,46.52,,10.02,26.25,,,,5.62,9.54,1.48,3.1,,82.0,Satisfactory
Lucknow,2017-10-21 08:00:00,54.92,,9.15,20.47,15.85,41.9,1.5,13.63,9.55,2.94,2.36,,254.0,Poor
Lucknow,2017-12-18 07:00:00,189.42,,26.08,58.51,52.06,48.92,1.3,7.6,10.2,1.73,0.76,,326.0,Very Poor
Lucknow,2018-02-23 20:00:00,173.96,,107.64,89.05,105.68,41.12,2.37,29.74,4.25,2.65,2.4,,384.0,Very Poor
Lucknow,2018-05-09 02:00:00,144.77,,18.96,39.8,23.46,23.1,0.2,11.64,35.15,0.0,0.0,,358.0,Very Poor
Lucknow,2018-05-31 05:00:00,64.96,,6.47,46.08,25.95,34.17,0.1,5.47,,0.0,0.0,,162.0,Moderate
Lucknow,2018-09-20 19:00:00,97.3,,7.81,31.08,24.7,32.05,1.52,3.31,35.27,0.1,0.27,,186.0,Moderate
Lucknow,2018-11-16 13:00:00,73.91,,19.02,33.44,32.62,37.82,1.04,4.85,57.69,0.11,0.64,,264.0,Poor
Lucknow,2018-12-30 17:00:00,130.6,,6.49,33.01,22.42,30.8,0.53,6.6,53.27,0.02,0.15,,394.0,Very Poor
Lucknow,2019-01-06 03:00:00,203.0,,12.77,39.73,30.98,32.95,1.21,8.83,16.06,0.03,0.27,,392.0,Very Poor
Lucknow,2019-03-15 02:00:00,115.15,,5.06,34.14,26.84,18.52,0.76,12.22,30.89,0.28,10.18,,255.0,Poor
Lucknow,2019-03-19 22:00:00,112.54,,9.08,60.98,43.58,13.75,2.24,13.04,25.72,0.28,1.76,,217.0,Poor
Lucknow,2019-03-24 01:00:00,66.42,,5.41,24.39,17.24,7.78,0.73,9.68,45.48,0.42,1.31,,125.0,Moderate
Lucknow,2019-04-04 19:00:00,89.39,,9.21,44.9,31.02,,2.52,7.18,55.93,1.0,3.32,,344.0,Very Poor
Lucknow,2019-06-24 12:00:00,117.79,,7.0,37.04,24.7,39.3,0.81,3.42,68.25,0.69,3.3,,99.0,Satisfactory
Lucknow,2019-08-22 05:00:00,34.3,,5.79,17.96,13.73,9.62,1.48,3.37,19.2,0.13,0.2,,88.0,Satisfactory
Lucknow,2019-09-04 16:00:00,29.17,,5.56,15.57,10.78,29.67,1.04,5.54,31.61,2.12,7.61,,72.0,Satisfactory
Lucknow,2019-10-24 21:00:00,142.84,,58.82,140.26,102.93,30.7,1.53,11.59,27.89,3.52,17.75,,295.0,Poor
Lucknow,2019-11-13 18:00:00,91.6,,26.77,65.69,56.28,12.0,3.2,8.31,51.21,1.92,26.46,,368.0,Very Poor
Lucknow,2020-01-26 06:00:00,111.89,,3.91,38.47,23.62,5.5,1.7,5.34,19.1,1.62,5.09,,293.0,Poor
Lucknow,2020-02-25 03:00:00,64.32,,8.02,8.57,10.92,2.31,1.05,9.81,25.59,0.0,4.29,,230.0,Poor
Lucknow,2020-03-26 11:00:00,46.31,,7.82,6.8,9.78,35.45,0.89,5.29,43.45,27.97,3.64,,95.0,Satisfactory
Lucknow,2020-03-29 09:00:00,34.22,,8.2,6.82,10.05,32.59,0.94,4.84,33.32,10.15,2.53,,59.0,Satisfactory
Lucknow,2020-04-17 10:00:00,70.12,,3.07,21.45,57.0,2.92,0.87,8.2,24.97,5.73,6.55,,208.0,Poor
Lucknow,2020-06-05 12:00:00,29.54,,14.8,15.42,20.88,28.08,1.31,16.26,46.04,1.12,2.84,,98.0,Satisfactory
Mumbai,2015-04-05 02:00:00,,,,,52.33,,0.0,,,0.0,0.0,0.0,,
Mumbai,2015-07-03 02:00:00,,,,,19.12,,0.0,,,0.0,,0.0,,
Mumbai,2015-08-07 00:00:00,,,,,19.18,,0.0,,,0.0,0.0,0.0,,
Mumbai,2015-08-16 00:00:00,,,,,66.65,,0.0,,,0.0,0.0,0.0,,
Mumbai,2015-08-16 01:00:00,,,,,63.81,,0.0,,,0.0,0.0,0.0,,
Mumbai,2015-08-30 07:00:00,,,,,57.22,,0.0,,,0.0,0.0,0.0,,
Mumbai,2015-10-10 17:00:00,,,,,8.78,,0.0,,,0.0,0.0,0.0,,
Mumbai,2015-10-19 05:00:00,,,,,36.6,,0.0,,,0.0,0.0,0.0,,
Mumbai,2015-12-10 21:00:00,,,,,136.43,,0.0,,,0.0,0.0,0.0,,
Mumbai,2015-12-18 04:00:00,,,,,104.28,,0.0,,,0.0,0.0,0.0,,
Mumbai,2016-08-02 16:00:00,,,,,237.19,,0.0,,,,,,,
Mumbai,2016-08-11 09:00:00,,,,,155.35,,0.0,,,,,,,
Mumbai,2016-10-15 18:00:00,,,,,,,0.0,,,,,,,
Mumbai,2016-11-01 12:00:00,,,,,,,0.0,,,,,,,
Mumbai,2016-12-25 20:00:00,,,,,,,0.0,,,,,,,
Mumbai,2016-12-30 19:00:00,,,,,,,0.0,,,,,,,
Mumbai,2017-01-21 18:00:00,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-02-15 02:00:00,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-03-28 10:00:00,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-06-19 03:00:00,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-07-23 20:00:00,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-01 10:00:00,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-11 10:00:00,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-08-14 08:00:00,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-12-24 17:00:00,,,,,17.31,,0.0,,,0.0,0.0,0.0,,
Mumbai,2018-01-08 12:00:00,,,,,101.06,,2.9,,,0.0,0.0,0.0,,
Mumbai,2018-01-21 02:00:00,,,,,105.22,,1.42,,,0.0,0.0,0.0,,
Mumbai,2018-05-24 05:00:00,18.27,71.54,,,51.73,,1.38,21.55,38.84,0.18,,,92.0,Satisfactory
Mumbai,2018-06-29 08:00:00,25.94,103.77,115.59,33.37,148.96,,2.29,24.04,35.44,0.67,,,105.0,Moderate
